Player1,Player2,P1Wins,tourney_date,tourney_name,tourney_index,tourney_id,match_num,P1_Rank,P2_Rank,P1_Country,P1_Age,P1_Matches_Played,P1_Matches_Won,P1_Matches_Lost,P1_P_Win,P1_P_Sets,P1_Ace_Sets,P1_Elo,P2_Country,P2_Age,P2_Matches_Played,P2_Matches_Won,P2_Matches_Lost,P2_P_Win,P2_P_Sets,P2_Ace_Sets,P2_Elo
Sam Querrey,Daniel Altmaier,1,5/22/2017,Geneva,164,2017-0322,282,28,259,USA,29,44,24,20,0.545454545,0.56302521,5.142857143,1643.529873,NA,NA,0,0,0,0,0,0,1500
Franko Skugor,Tommy Robredo,1,5/22/2017,Geneva,164,2017-0322,283,344,271,CRO,28,1,0,1,0,0.4,1.6,1430.311959,ESP,35,16,5,11,0.3125,0.314285714,0.885714286,1424.060179
Rogerio Dutra Silva,Joao Sousa,1,5/22/2017,Geneva,164,2017-0322,284,78,57,BRA,33,19,5,14,0.263157895,0.28,1.58,1404.073517,POR,28,52,22,30,0.423076923,0.459259259,1.414814815,1458.229148
Mikhail Kukushkin,Kei Nishikori,0,5/22/2017,Geneva,164,2017-0322,286,88,9,KAZ,29,19,6,13,0.315789474,0.387755102,1.469387755,1437.672073,JPN,27,64,47,17,0.734375,0.664772727,1.238636364,1814.25586
Jared Donaldson,Kevin Anderson,0,5/22/2017,Geneva,164,2017-0322,287,72,62,USA,20,26,11,15,0.423076923,0.455882353,2.235294118,1482.552764,RSA,30,42,19,23,0.452380952,0.481481481,4.851851852,1607.970649
John Isner,Mischa Zverev,0,5/22/2017,Geneva,164,2017-0322,288,22,33,USA,32,52,32,20,0.615384615,0.578231293,7.918367347,1656.350636,GER,29,44,19,25,0.431818182,0.454545455,2.354545455,1595.003643
Horacio Zeballos,Steve Johnson,0,5/22/2017,Geneva,164,2017-0322,289,64,26,ARG,32,38,16,22,0.421052632,0.431578947,2.6,1546.364112,USA,27,61,38,23,0.62295082,0.582191781,3.363013699,1669.419803
Andrey Kuznetsov,Albert Ramos,1,5/22/2017,Geneva,164,2017-0322,291,85,20,RUS,26,33,12,21,0.363636364,0.415730337,1.831460674,1562.156907,ESP,29,68,39,29,0.573529412,0.532608696,1.429347826,1611.523668
Franko Skugor,Sam Querrey,0,5/22/2017,Geneva,164,2017-0322,292,344,28,CRO,28,1,0,1,0,0.4,1.6,1430.311959,USA,29,44,24,20,0.545454545,0.56302521,5.142857143,1643.529873
Kevin Anderson,Kei Nishikori,0,5/22/2017,Geneva,164,2017-0322,294,62,9,RSA,30,42,19,23,0.452380952,0.481481481,4.851851852,1607.970649,JPN,27,64,47,17,0.734375,0.664772727,1.238636364,1814.25586
Steve Johnson,Mischa Zverev,0,5/22/2017,Geneva,164,2017-0322,295,26,33,USA,27,61,38,23,0.62295082,0.582191781,3.363013699,1669.419803,GER,29,44,19,25,0.431818182,0.454545455,2.354545455,1595.003643
Andrey Kuznetsov,Cedrik Marcel Stebe,1,5/22/2017,Geneva,164,2017-0322,296,85,314,RUS,26,33,12,21,0.363636364,0.415730337,1.831460674,1562.156907,GER,26,3,1,2,0.333333333,0.285714286,0.714285714,1456.853937
Stan Wawrinka,Sam Querrey,1,5/22/2017,Geneva,164,2017-0322,297,3,28,SUI,32,59,40,19,0.677966102,0.633136095,2.597633136,1782.497774,USA,29,44,24,20,0.545454545,0.56302521,5.142857143,1643.529873
Mischa Zverev,Kei Nishikori,1,5/22/2017,Geneva,164,2017-0322,298,33,9,GER,29,44,19,25,0.431818182,0.454545455,2.354545455,1595.003643,JPN,27,64,47,17,0.734375,0.664772727,1.238636364,1814.25586
Andrey Kuznetsov,Stan Wawrinka,0,5/22/2017,Geneva,164,2017-0322,299,85,3,RUS,26,33,12,21,0.363636364,0.415730337,1.831460674,1562.156907,SUI,32,59,40,19,0.677966102,0.633136095,2.597633136,1782.497774
Stan Wawrinka,Mischa Zverev,1,5/22/2017,Geneva,164,2017-0322,300,3,33,SUI,32,59,40,19,0.677966102,0.633136095,2.597633136,1782.497774,GER,29,44,19,25,0.431818182,0.454545455,2.354545455,1595.003643
Tennys Sandgren,Carlos Berlocq,0,5/22/2017,Lyon,165,2017-7694,271,112,63,USA,25,1,0,1,0,0,2,1454.392095,ARG,34,24,11,13,0.458333333,0.459016393,1.180327869,1499.097091
Karen Khachanov,Renzo Olivo,1,5/22/2017,Lyon,165,2017-7694,272,54,91,RUS,20,37,18,19,0.486486486,0.5,3.5,1558.102637,ARG,25,20,8,12,0.4,0.4,1.1,1335.958682
Jordan Thompson,Benoit Paire,1,5/22/2017,Lyon,165,2017-7694,273,90,45,AUS,23,23,8,15,0.347826087,0.409090909,2.393939394,1442.78908,FRA,28,54,23,31,0.425925926,0.459459459,3.02027027,1515.725518
Dustin Brown,Nicolas Kicker,0,5/22/2017,Lyon,165,2017-7694,275,75,94,GER,32,33,15,18,0.454545455,0.455555556,2.4,1466.170747,ARG,24,9,4,5,0.444444444,0.454545455,1.318181818,1505.372777
Andreas Seppi,Damir Dzumhur,1,5/22/2017,Lyon,165,2017-7694,276,83,96,ITA,33,38,16,22,0.421052632,0.40625,2.302083333,1490.662902,BIH,24,36,16,20,0.444444444,0.450980392,0.794117647,1499.480041
Nikoloz Basilashvili,Borna Coric,1,5/22/2017,Lyon,165,2017-7694,277,71,40,GEO,25,32,15,17,0.46875,0.46835443,1.164556962,1524.297811,CRO,20,38,20,18,0.526315789,0.525252525,2.484848485,1587.236981
Daniil Medvedev,Gilles Simon,0,5/22/2017,Lyon,165,2017-7694,278,65,32,RUS,21,24,13,11,0.541666667,0.517241379,2.534482759,1509.490091,FRA,32,50,25,25,0.5,0.496240602,1.285714286,1611.089452
Thiago Monteiro,Kyle Edmund,0,5/22/2017,Lyon,165,2017-7694,279,95,50,BRA,22,25,8,17,0.32,0.403225806,1.322580645,1379.694469,GBR,22,44,22,22,0.5,0.513274336,2.477876106,1556.783545
Hyeon Chung,Donald Young,1,5/22/2017,Lyon,165,2017-7694,280,68,51,KOR,20,16,9,7,0.5625,0.547619048,1.19047619,1560.788429,USA,27,44,24,20,0.545454545,0.495412844,1.467889908,1574.276123
Juan Martin del Potro,Quentin Halys,1,5/22/2017,Lyon,165,2017-7694,282,30,126,ARG,28,42,30,12,0.714285714,0.669811321,2.981132075,1775.249498,FRA,20,5,1,4,0.2,0.285714286,4.285714286,1362.801386
Radu Albot,Gastao Elias,0,5/22/2017,Lyon,165,2017-7694,283,86,125,MDA,27,22,5,17,0.227272727,0.333333333,0.95,1338.297154,POR,26,30,12,18,0.4,0.426666667,1.546666667,1463.051695
Thanasi Kokkinakis,Denis Istomin,0,5/22/2017,Lyon,165,2017-7694,284,NA,81,AUS,20,1,0,1,0,0,4,1414.930533,UZB,30,19,6,13,0.315789474,0.372881356,2.423728814,1448.214265
Carlos Berlocq,Jo-Wilfried Tsonga,0,5/22/2017,Lyon,165,2017-7694,286,63,13,ARG,34,24,11,13,0.458333333,0.459016393,1.180327869,1499.097091,FRA,32,49,38,11,0.775510204,0.696296296,3.659259259,1857.76106
Karen Khachanov,Jordan Thompson,1,5/22/2017,Lyon,165,2017-7694,287,54,90,RUS,20,37,18,19,0.486486486,0.5,3.5,1558.102637,AUS,23,23,8,15,0.347826087,0.409090909,2.393939394,1442.78908
Nicolas Kicker,Nick Kyrgios,1,5/22/2017,Lyon,165,2017-7694,288,94,19,ARG,24,9,4,5,0.444444444,0.454545455,1.318181818,1505.372777,AUS,22,44,32,12,0.727272727,0.686440678,5.466101695,1797.125402
Andreas Seppi,Nikoloz Basilashvili,0,5/22/2017,Lyon,165,2017-7694,289,83,71,ITA,33,38,16,22,0.421052632,0.40625,2.302083333,1490.662902,GEO,25,32,15,17,0.46875,0.46835443,1.164556962,1524.297811
Gilles Simon,Kyle Edmund,1,5/22/2017,Lyon,165,2017-7694,290,32,50,FRA,32,50,25,25,0.5,0.496240602,1.285714286,1611.089452,GBR,22,44,22,22,0.5,0.513274336,2.477876106,1556.783545
Tomas Berdych,Hyeon Chung,1,5/22/2017,Lyon,165,2017-7694,291,14,68,CZE,31,56,37,19,0.660714286,0.613793103,3.331034483,1761.393633,KOR,20,16,9,7,0.5625,0.547619048,1.19047619,1560.788429
Juan Martin del Potro,Gastao Elias,0,5/22/2017,Lyon,165,2017-7694,292,30,125,ARG,28,42,30,12,0.714285714,0.669811321,2.981132075,1775.249498,POR,26,30,12,18,0.4,0.426666667,1.546666667,1463.051695
Milos Raonic,Denis Istomin,1,5/22/2017,Lyon,165,2017-7694,293,6,81,CAN,26,61,45,16,0.737704918,0.691823899,5.308176101,1832.731001,UZB,30,19,6,13,0.315789474,0.372881356,2.423728814,1448.214265
Karen Khachanov,Jo-Wilfried Tsonga,0,5/22/2017,Lyon,165,2017-7694,294,54,13,RUS,20,37,18,19,0.486486486,0.5,3.5,1558.102637,FRA,32,49,38,11,0.775510204,0.696296296,3.659259259,1857.76106
Nikoloz Basilashvili,Nicolas Kicker,1,5/22/2017,Lyon,165,2017-7694,295,71,94,GEO,25,32,15,17,0.46875,0.46835443,1.164556962,1524.297811,ARG,24,9,4,5,0.444444444,0.454545455,1.318181818,1505.372777
Tomas Berdych,Gilles Simon,1,5/22/2017,Lyon,165,2017-7694,296,14,32,CZE,31,56,37,19,0.660714286,0.613793103,3.331034483,1761.393633,FRA,32,50,25,25,0.5,0.496240602,1.285714286,1611.089452
Milos Raonic,Gastao Elias,1,5/22/2017,Lyon,165,2017-7694,297,6,125,CAN,26,61,45,16,0.737704918,0.691823899,5.308176101,1832.731001,POR,26,30,12,18,0.4,0.426666667,1.546666667,1463.051695
Nikoloz Basilashvili,Jo-Wilfried Tsonga,0,5/22/2017,Lyon,165,2017-7694,298,71,13,GEO,25,32,15,17,0.46875,0.46835443,1.164556962,1524.297811,FRA,32,49,38,11,0.775510204,0.696296296,3.659259259,1857.76106
Milos Raonic,Tomas Berdych,0,5/22/2017,Lyon,165,2017-7694,299,6,14,CAN,26,61,45,16,0.737704918,0.691823899,5.308176101,1832.731001,CZE,31,56,37,19,0.660714286,0.613793103,3.331034483,1761.393633
Tomas Berdych,Jo-Wilfried Tsonga,0,5/22/2017,Lyon,165,2017-7694,300,14,13,CZE,31,56,37,19,0.660714286,0.613793103,3.331034483,1761.393633,FRA,32,49,38,11,0.775510204,0.696296296,3.659259259,1857.76106
Andrey Kuznetsov,Andy Murray,0,5/29/2017,Roland Garros,166,2017-520,100,73,1,RUS,26,35,14,21,0.4,0.430107527,1.817204301,1557.855782,GBR,30,74,65,9,0.878378378,0.803191489,2.473404255,1950.658953
Martin Klizan,Laurent Lokoli,1,5/29/2017,Roland Garros,166,2017-520,101,50,285,SVK,27,34,15,19,0.441176471,0.470588235,1.423529412,1530.639861,FRA,20,0,0,0,NA,NA,NA,1354.643093
Marcos Baghdatis,Nicolas Almagro,0,5/29/2017,Roland Garros,166,2017-520,102,62,69,CYP,31,34,17,17,0.5,0.482352941,2.482352941,1560.520233,ESP,31,34,16,18,0.470588235,0.465909091,3.284090909,1589.928139
Juan Martin del Potro,Guido Pella,1,5/29/2017,Roland Garros,166,2017-520,103,30,115,ARG,28,44,31,13,0.704545455,0.663636364,2.954545455,1772.262197,ARG,26,27,10,17,0.37037037,0.397058824,1.941176471,1517.408526
Jordan Thompson,John Isner,0,5/29/2017,Roland Garros,166,2017-520,104,92,22,AUS,23,23,8,15,0.347826087,0.380952381,2.412698413,1432.965349,USA,32,49,29,20,0.591836735,0.57037037,7.874074074,1654.600408
Ricardas Berankis,Paolo Lorenzi,0,5/29/2017,Roland Garros,166,2017-520,105,188,34,LTU,26,11,3,8,0.272727273,0.322580645,0.741935484,1399.200971,ITA,35,54,27,27,0.5,0.496350365,1.496350365,1522.608555
Karen Khachanov,Nicolas Jarry,1,5/29/2017,Roland Garros,166,2017-520,106,53,207,RUS,21,40,20,20,0.5,0.510204082,3.408163265,1611.272879,CHI,20,0,0,0,NA,NA,NA,1431.570436
Tomas Berdych,Jan Lennard Struff,1,5/29/2017,Roland Garros,166,2017-520,107,14,47,CZE,31,55,36,19,0.654545455,0.610294118,3.448529412,1743.619767,GER,27,44,20,24,0.454545455,0.47706422,2.95412844,1500.289615
Fernando Verdasco,Alexander Zverev,1,5/29/2017,Roland Garros,166,2017-520,108,37,10,ESP,33,52,26,26,0.5,0.52,1.96,1653.77749,GER,20,64,46,18,0.71875,0.648809524,2.660714286,1802.556318
Pierre Hugues Herbert,Jared Donaldson,1,5/29/2017,Roland Garros,166,2017-520,109,82,72,FRA,26,23,9,14,0.391304348,0.416666667,3.833333333,1510.390598,USA,20,28,12,16,0.428571429,0.465753425,2.273972603,1462.906667
Damir Dzumhur,Nicolas Kicker,0,5/29/2017,Roland Garros,166,2017-520,110,96,87,BIH,25,36,16,20,0.444444444,0.45,0.77,1483.112935,ARG,24,12,6,6,0.5,0.482758621,1.137931034,1514.967909
Pablo Cuevas,Maxime Hamou,1,5/29/2017,Roland Garros,166,2017-520,111,23,287,URU,31,52,30,22,0.576923077,0.53030303,2.53030303,1653.422012,FRA,19,0,0,0,NA,NA,NA,1364.427002
Sam Querrey,Hyeon Chung,0,5/29/2017,Roland Garros,166,2017-520,112,28,67,USA,29,46,26,20,0.565217391,0.581967213,5.114754098,1624.29524,KOR,21,17,10,7,0.588235294,0.581395349,1.348837209,1589.236468
Ernesto Escobedo,Denis Istomin,0,5/29/2017,Roland Garros,166,2017-520,113,75,80,USA,20,18,7,11,0.388888889,0.395833333,2.75,1440.878263,UZB,30,20,7,13,0.35,0.389830508,2.508474576,1455.701143
Jeremy Chardy,Radu Albot,1,5/29/2017,Roland Garros,166,2017-520,114,74,88,FRA,30,30,12,18,0.4,0.432098765,2.851851852,1535.052499,MDA,27,22,5,17,0.227272727,0.327586207,0.948275862,1328.969133
Thanasi Kokkinakis,Kei Nishikori,0,5/29/2017,Roland Garros,166,2017-520,115,NA,9,AUS,21,2,0,2,0,0,2.75,1410.052861,JPN,27,63,46,17,0.73015873,0.662721893,1.272189349,1826.488354
Jozef Kovalik,Stan Wawrinka,0,5/29/2017,Roland Garros,166,2017-520,116,152,3,SVK,24,10,3,7,0.3,0.291666667,1.583333333,1383.568813,SUI,32,56,38,18,0.678571429,0.625806452,2.619354839,1837.026257
Carlos Berlocq,Alexandr Dolgopolov,0,5/29/2017,Roland Garros,166,2017-520,117,64,89,ARG,34,24,11,13,0.458333333,0.466666667,1.15,1482.03825,UKR,28,25,13,12,0.52,0.523809524,2.984126984,1616.800727
Santiago Giraldo,Andreas Seppi,0,5/29/2017,Roland Garros,166,2017-520,118,107,83,COL,29,11,3,8,0.272727273,0.379310345,2.034482759,1342.07625,ITA,33,39,17,22,0.435897436,0.422680412,2.288659794,1490.516991
Fabio Fognini,Frances Tiafoe,1,5/29/2017,Roland Garros,166,2017-520,119,29,68,ITA,29,53,30,23,0.566037736,0.547445255,1.087591241,1631.950456,USA,19,11,2,9,0.181818182,0.3125,2.125,1366.743594
Richard Gasquet,Arthur De Greef,1,5/29/2017,Roland Garros,166,2017-520,120,25,127,FRA,30,38,24,14,0.631578947,0.597938144,1.432989691,1702.767388,BEL,24,4,2,2,0.5,0.4,1.5,1468.197767
Victor Estrella,Teymuraz Gabashvili,1,5/29/2017,Roland Garros,166,2017-520,121,90,146,DOM,36,22,9,13,0.409090909,0.433333333,1.266666667,1458.450095,RUS,31,9,2,7,0.222222222,0.384615385,1.538461538,1322.711276
Alexandre Muller,Thiago Monteiro,0,5/29/2017,Roland Garros,166,2017-520,122,330,95,NA,NA,0,0,0,0,0,0,1500,BRA,22,26,8,18,0.307692308,0.4,1.353846154,1404.632147
Dustin Brown,Gael Monfils,0,5/29/2017,Roland Garros,166,2017-520,123,76,16,GER,32,32,14,18,0.4375,0.452380952,2.535714286,1456.936219,FRA,30,46,31,15,0.673913043,0.663865546,3.168067227,1704.786246
Renzo Olivo,Jo-Wilfried Tsonga,1,5/29/2017,Roland Garros,166,2017-520,124,91,11,ARG,25,21,8,13,0.380952381,0.384615385,1.134615385,1375.588578,FRA,32,51,40,11,0.784313725,0.700729927,3.788321168,1826.721172
Kyle Edmund,Gastao Elias,1,5/29/2017,Roland Garros,166,2017-520,125,49,108,GBR,22,44,22,22,0.5,0.517857143,2.357142857,1564.250771,POR,26,33,14,19,0.424242424,0.43902439,1.609756098,1442.663611
Malek Jaziri,Kevin Anderson,0,5/29/2017,Roland Garros,166,2017-520,126,71,56,TUN,33,44,19,25,0.431818182,0.455357143,1.928571429,1478.187348,RSA,31,44,21,23,0.477272727,0.5,4.875,1653.886443
Nick Kyrgios,Philipp Kohlschreiber,1,5/29/2017,Roland Garros,166,2017-520,127,19,43,AUS,22,42,30,12,0.714285714,0.678571429,5.589285714,1781.145692,GER,33,44,25,19,0.568181818,0.545454545,2.363636364,1607.811651
David Ferrer,Donald Young,1,5/29/2017,Roland Garros,166,2017-520,128,33,51,ESP,35,39,18,21,0.461538462,0.470588235,1.088235294,1573.390265,USA,27,44,24,20,0.545454545,0.5,1.462962963,1555.386646
Bjorn Fratangelo,Feliciano Lopez,0,5/29/2017,Roland Garros,166,2017-520,129,138,36,USA,23,18,7,11,0.388888889,0.416666667,2.083333333,1409.340375,ESP,35,43,22,21,0.511627907,0.513274336,3.82300885,1579.928419
Federico Delbonis,Konstantin Kravchuk,0,5/29/2017,Roland Garros,166,2017-520,130,139,129,ARG,26,28,11,17,0.392857143,0.44,1.88,1518.771043,RUS,32,11,1,10,0.090909091,0.24137931,2.689655172,1314.906479
Marin Cilic,Ernests Gulbis,1,5/29/2017,Roland Garros,166,2017-520,131,8,230,CRO,28,61,40,21,0.655737705,0.620253165,3.791139241,1740.075095,LAT,27,3,0,3,0,0,3.142857143,1410.293996
Milos Raonic,Steve Darcis,1,5/29/2017,Roland Garros,166,2017-520,132,6,38,CAN,26,60,44,16,0.733333333,0.68627451,5.503267974,1819.376445,BEL,33,21,12,9,0.571428571,0.526315789,1.210526316,1545.838078
Rogerio Dutra Silva,Mikhail Youzhny,1,5/29/2017,Roland Garros,166,2017-520,133,79,86,BRA,33,19,6,13,0.315789474,0.326530612,1.755102041,1431.40427,RUS,34,39,20,19,0.512820513,0.530612245,1.448979592,1462.744647
Quentin Halys,Marco Trungelliti,0,5/29/2017,Roland Garros,166,2017-520,134,126,162,FRA,20,4,0,4,0,0.1,5.3,1335.680469,ARG,26,1,0,1,0,0.333333333,1.666666667,1428.72542
Gilles Muller,Guillermo Garcia Lopez,0,5/29/2017,Roland Garros,166,2017-520,135,27,153,LUX,33,65,41,24,0.630769231,0.588235294,5.830065359,1656.94321,ESP,33,36,8,28,0.222222222,0.298850575,1.367816092,1396.795141
Florian Mayer,Pablo Carreno Busta,0,5/29/2017,Roland Garros,166,2017-520,136,44,21,GER,33,26,10,16,0.384615385,0.366666667,2.3,1419.460877,ESP,25,62,40,22,0.64516129,0.597402597,1.61038961,1723.263324
Taro Daniel,Jerzy Janowicz,1,5/29/2017,Roland Garros,166,2017-520,137,102,164,JPN,24,13,5,8,0.384615385,0.454545455,1.090909091,1429.107303,POL,26,5,1,4,0.2,0.411764706,3.176470588,1412.959878
Daniel Evans,Tommy Robredo,0,5/29/2017,Roland Garros,166,2017-520,138,55,274,GBR,26,36,20,16,0.555555556,0.549019608,1.745098039,1543.553974,ESP,35,17,5,12,0.294117647,0.315789474,0.973684211,1449.545738
Grigor Dimitrov,Stephane Robert,1,5/29/2017,Roland Garros,166,2017-520,139,13,114,BUL,25,61,39,22,0.639344262,0.620481928,2.620481928,1704.483476,FRA,37,31,9,22,0.290322581,0.297297297,1.486486486,1345.412484
Jack Sock,Jiri Vesely,0,5/29/2017,Roland Garros,166,2017-520,140,15,57,USA,24,58,41,17,0.706896552,0.62745098,2.470588235,1734.325085,CZE,23,43,25,18,0.581395349,0.558558559,3.099099099,1621.993733
Ryan Harrison,Aljaz Bedene,0,5/29/2017,Roland Garros,166,2017-520,141,42,52,USA,25,35,18,17,0.514285714,0.517647059,3.2,1514.340691,SLO,27,28,13,15,0.464285714,0.450704225,3.028169014,1540.375284
Tennys Sandgren,Mikhail Kukushkin,0,5/29/2017,Roland Garros,166,2017-520,142,113,85,USA,25,2,0,2,0,0,1.25,1428.901816,KAZ,29,20,7,13,0.35,0.408163265,1.448979592,1449.47712
Roberto Bautista Agut,John Millman,1,5/29/2017,Roland Garros,166,2017-520,143,18,142,ESP,29,58,37,21,0.637931034,0.602649007,1.185430464,1718.967278,AUS,27,21,11,10,0.523809524,0.474576271,1.389830508,1533.198638
Nikoloz Basilashvili,Gilles Simon,1,5/29/2017,Roland Garros,166,2017-520,144,63,32,GEO,25,35,18,17,0.514285714,0.505882353,1.129411765,1561.955843,FRA,32,50,25,25,0.5,0.492307692,1.261538462,1592.884377
Viktor Troicki,Evgeny Donskoy,1,5/29/2017,Roland Garros,166,2017-520,145,35,99,SRB,31,54,26,28,0.481481481,0.470149254,3.320895522,1576.828982,RUS,26,20,7,13,0.35,0.392156863,1.882352941,1404.165266
Alex De Minaur,Robin Haase,0,5/29/2017,Roland Garros,166,2017-520,146,240,46,AUS,17,4,2,2,0.5,0.384615385,1.307692308,1480.12117,NED,30,38,17,21,0.447368421,0.46875,3.09375,1520.971926
Rafael Nadal,Benoit Paire,1,5/29/2017,Roland Garros,166,2017-520,147,4,45,ESP,30,57,45,12,0.789473684,0.75177305,1.106382979,1973.040539,FRA,28,53,22,31,0.41509434,0.457746479,3.133802817,1513.398146
Dominic Thiem,Bernard Tomic,1,5/29/2017,Roland Garros,166,2017-520,148,7,39,AUT,23,69,46,23,0.666666667,0.623529412,2.482352941,1834.533422,AUS,24,38,19,19,0.5,0.504854369,3.45631068,1515.170865
Nicolas Mahut,Simone Bolelli,0,5/29/2017,Roland Garros,166,2017-520,149,48,470,FRA,35,38,20,18,0.526315789,0.510204082,2.091836735,1510.454131,ITA,30,0,0,0,NA,NA,NA,1496.228616
Mathias Bourgue,Borna Coric,0,5/29/2017,Roland Garros,166,2017-520,150,156,40,FRA,23,1,0,1,0,0,1,1468.847464,CRO,20,36,18,18,0.5,0.510869565,2.52173913,1587.467509
Yuichi Sugita,Steve Johnson,0,5/29/2017,Roland Garros,166,2017-520,151,78,26,JPN,28,20,9,11,0.45,0.428571429,1.040816327,1500.744924,USA,27,63,40,23,0.634920635,0.597315436,3.33557047,1679.72255
Ivo Karlovic,Stefanos Tsitsipas,1,5/29/2017,Roland Garros,166,2017-520,152,24,205,CRO,38,55,34,21,0.618181818,0.571428571,8.45,1589.850393,GRE,18,3,0,3,0,0.142857143,1.571428571,1454.763885
Horacio Zeballos,Adrian Mannarino,1,5/29/2017,Roland Garros,166,2017-520,153,65,54,ARG,32,39,17,22,0.435897436,0.4375,2.53125,1581.65997,FRA,28,46,20,26,0.434782609,0.429824561,1.824561404,1495.251835
Yen Hsun Lu,Sergiy Stakhovsky,0,5/29/2017,Roland Garros,166,2017-520,154,60,123,TPE,33,27,11,16,0.407407407,0.463768116,2.362318841,1416.897616,UKR,31,13,4,9,0.307692308,0.361111111,2.527777778,1431.440807
David Goffin,Paul Henri Mathieu,1,5/29/2017,Roland Garros,166,2017-520,155,12,120,BEL,26,72,47,25,0.652777778,0.605405405,2.064864865,1774.937361,FRA,35,23,9,14,0.391304348,0.416666667,2.116666667,1380.365047
Lucas Pouille,Julien Benneteau,1,5/29/2017,Roland Garros,166,2017-520,156,17,98,FRA,23,51,32,19,0.62745098,0.571428571,3.135714286,1678.576629,FRA,35,19,8,11,0.421052632,0.490566038,2.79245283,1425.673054
Thomaz Bellucci,Dusan Lajovic,1,5/29/2017,Roland Garros,166,2017-520,157,61,81,BRA,29,37,17,20,0.459459459,0.474226804,2.154639175,1502.011495,SRB,26,34,16,18,0.470588235,0.465116279,1.337209302,1487.545018
Albert Ramos,Marius Copil,1,5/29/2017,Roland Garros,166,2017-520,159,20,94,ESP,29,64,35,29,0.546875,0.511904762,1.428571429,1643.730521,ROU,26,13,5,8,0.384615385,0.411764706,3.735294118,1450.413072
Stefano Napolitano,Mischa Zverev,1,5/29/2017,Roland Garros,166,2017-520,160,187,31,ITA,22,1,0,1,0,0,2.5,1489.92911,GER,29,49,23,26,0.469387755,0.475806452,2.346774194,1570.435278
Diego Schwartzman,Andrey Rublev,1,5/29/2017,Roland Garros,166,2017-520,161,41,118,ARG,24,44,23,21,0.522727273,0.542857143,0.838095238,1603.613557,RUS,19,6,2,4,0.333333333,0.375,2.125,1399.894655
Joao Sousa,Janko Tipsarevic,1,5/29/2017,Roland Garros,166,2017-520,162,59,58,POR,28,51,21,30,0.411764706,0.453846154,1.438461538,1471.916924,SRB,32,18,8,10,0.444444444,0.444444444,2.288888889,1449.614306
Novak Djokovic,Marcel Granollers,1,5/29/2017,Roland Garros,166,2017-520,163,2,77,SRB,29,49,37,12,0.755102041,0.685483871,1.596774194,1958.89448,ESP,31,34,12,22,0.352941176,0.406976744,1.61627907,1409.11479
Martin Klizan,Andy Murray,0,5/29/2017,Roland Garros,166,2017-520,164,50,1,SVK,27,34,15,19,0.441176471,0.470588235,1.423529412,1530.639861,GBR,30,74,65,9,0.878378378,0.803191489,2.473404255,1950.658953
John Isner,Paolo Lorenzi,1,5/29/2017,Roland Garros,166,2017-520,166,22,34,USA,32,49,29,20,0.591836735,0.57037037,7.874074074,1654.600408,ITA,35,54,27,27,0.5,0.496350365,1.496350365,1522.608555
Karen Khachanov,Tomas Berdych,1,5/29/2017,Roland Garros,166,2017-520,167,53,14,RUS,21,40,20,20,0.5,0.510204082,3.408163265,1611.272879,CZE,31,55,36,19,0.654545455,0.610294118,3.448529412,1743.619767
Fernando Verdasco,Pierre Hugues Herbert,1,5/29/2017,Roland Garros,166,2017-520,168,37,82,ESP,33,52,26,26,0.5,0.52,1.96,1653.77749,FRA,26,23,9,14,0.391304348,0.416666667,3.833333333,1510.390598
Nicolas Kicker,Pablo Cuevas,0,5/29/2017,Roland Garros,166,2017-520,169,87,23,ARG,24,12,6,6,0.5,0.482758621,1.137931034,1514.967909,URU,31,52,30,22,0.576923077,0.53030303,2.53030303,1653.422012
Denis Istomin,Hyeon Chung,0,5/29/2017,Roland Garros,166,2017-520,170,80,67,UZB,30,20,7,13,0.35,0.389830508,2.508474576,1455.701143,KOR,21,17,10,7,0.588235294,0.581395349,1.348837209,1589.236468
Kei Nishikori,Jeremy Chardy,1,5/29/2017,Roland Garros,166,2017-520,171,9,74,JPN,27,63,46,17,0.73015873,0.662721893,1.272189349,1826.488354,FRA,30,30,12,18,0.4,0.432098765,2.851851852,1535.052499
Alexandr Dolgopolov,Stan Wawrinka,0,5/29/2017,Roland Garros,166,2017-520,172,89,3,UKR,28,25,13,12,0.52,0.523809524,2.984126984,1616.800727,SUI,32,56,38,18,0.678571429,0.625806452,2.619354839,1837.026257
Andreas Seppi,Fabio Fognini,0,5/29/2017,Roland Garros,166,2017-520,173,83,29,ITA,33,39,17,22,0.435897436,0.422680412,2.288659794,1490.516991,ITA,29,53,30,23,0.566037736,0.547445255,1.087591241,1631.950456
Richard Gasquet,Victor Estrella,1,5/29/2017,Roland Garros,166,2017-520,174,25,90,FRA,30,38,24,14,0.631578947,0.597938144,1.432989691,1702.767388,DOM,36,22,9,13,0.409090909,0.433333333,1.266666667,1458.450095
Thiago Monteiro,Gael Monfils,0,5/29/2017,Roland Garros,166,2017-520,175,95,16,BRA,22,26,8,18,0.307692308,0.4,1.353846154,1404.632147,FRA,30,46,31,15,0.673913043,0.663865546,3.168067227,1704.786246
Renzo Olivo,Kyle Edmund,0,5/29/2017,Roland Garros,166,2017-520,176,91,49,ARG,25,21,8,13,0.380952381,0.384615385,1.134615385,1375.588578,GBR,22,44,22,22,0.5,0.517857143,2.357142857,1564.250771
