Player1,Player2,P1Wins,tourney_date,tourney_name,tourney_index,tourney_id,match_num,P1_Rank,P2_Rank,P1_Country,P1_Age,P1_Matches_Played,P1_Matches_Won,P1_Matches_Lost,P1_P_Win,P1_P_Sets,P1_Ace_Sets,P1_Elo,P2_Country,P2_Age,P2_Matches_Played,P2_Matches_Won,P2_Matches_Lost,P2_P_Win,P2_P_Sets,P2_Ace_Sets,P2_Elo
Nick Kyrgios,Kevin Anderson,0,5/29/2017,Roland Garros,166,2017-520,177,19,56,AUS,22,42,30,12,0.714285714,0.678571429,5.589285714,1781.145692,RSA,31,44,21,23,0.477272727,0.5,4.875,1653.886443
Feliciano Lopez,David Ferrer,1,5/29/2017,Roland Garros,166,2017-520,178,36,33,ESP,35,43,22,21,0.511627907,0.513274336,3.82300885,1579.928419,ESP,35,39,18,21,0.461538462,0.470588235,1.088235294,1573.390265
Konstantin Kravchuk,Marin Cilic,0,5/29/2017,Roland Garros,166,2017-520,179,129,8,RUS,32,11,1,10,0.090909091,0.24137931,2.689655172,1314.906479,CRO,28,61,40,21,0.655737705,0.620253165,3.791139241,1740.075095
Milos Raonic,Rogerio Dutra Silva,1,5/29/2017,Roland Garros,166,2017-520,180,6,79,CAN,26,60,44,16,0.733333333,0.68627451,5.503267974,1819.376445,BRA,33,19,6,13,0.315789474,0.326530612,1.755102041,1431.40427
Marco Trungelliti,Guillermo Garcia Lopez,0,5/29/2017,Roland Garros,166,2017-520,181,162,153,ARG,26,1,0,1,0,0.333333333,1.666666667,1428.72542,ESP,33,36,8,28,0.222222222,0.298850575,1.367816092,1396.795141
Pablo Carreno Busta,Taro Daniel,1,5/29/2017,Roland Garros,166,2017-520,182,21,102,ESP,25,62,40,22,0.64516129,0.597402597,1.61038961,1723.263324,JPN,24,13,5,8,0.384615385,0.454545455,1.090909091,1429.107303
Tommy Robredo,Grigor Dimitrov,0,5/29/2017,Roland Garros,166,2017-520,183,274,13,ESP,35,17,5,12,0.294117647,0.315789474,0.973684211,1449.545738,BUL,25,61,39,22,0.639344262,0.620481928,2.620481928,1704.483476
Aljaz Bedene,Jiri Vesely,0,5/29/2017,Roland Garros,166,2017-520,184,52,57,SLO,27,28,13,15,0.464285714,0.450704225,3.028169014,1540.375284,CZE,23,43,25,18,0.581395349,0.558558559,3.099099099,1621.993733
Roberto Bautista Agut,Mikhail Kukushkin,1,5/29/2017,Roland Garros,166,2017-520,185,18,85,ESP,29,58,37,21,0.637931034,0.602649007,1.185430464,1718.967278,KAZ,29,20,7,13,0.35,0.408163265,1.448979592,1449.47712
Viktor Troicki,Nikoloz Basilashvili,0,5/29/2017,Roland Garros,166,2017-520,186,35,63,SRB,31,54,26,28,0.481481481,0.470149254,3.320895522,1576.828982,GEO,25,35,18,17,0.514285714,0.505882353,1.129411765,1561.955843
Robin Haase,Rafael Nadal,0,5/29/2017,Roland Garros,166,2017-520,187,46,4,NED,30,38,17,21,0.447368421,0.46875,3.09375,1520.971926,ESP,30,57,45,12,0.789473684,0.75177305,1.106382979,1973.040539
Dominic Thiem,Simone Bolelli,1,5/29/2017,Roland Garros,166,2017-520,188,7,470,AUT,23,69,46,23,0.666666667,0.623529412,2.482352941,1834.533422,ITA,30,0,0,0,NA,NA,NA,1496.228616
Steve Johnson,Borna Coric,1,5/29/2017,Roland Garros,166,2017-520,189,26,40,USA,27,63,40,23,0.634920635,0.597315436,3.33557047,1679.72255,CRO,20,36,18,18,0.5,0.510869565,2.52173913,1587.467509
Ivo Karlovic,Horacio Zeballos,0,5/29/2017,Roland Garros,166,2017-520,190,24,65,CRO,38,55,34,21,0.618181818,0.571428571,8.45,1589.850393,ARG,32,39,17,22,0.435897436,0.4375,2.53125,1581.65997
David Goffin,Sergiy Stakhovsky,1,5/29/2017,Roland Garros,166,2017-520,191,12,123,BEL,26,72,47,25,0.652777778,0.605405405,2.064864865,1774.937361,UKR,31,13,4,9,0.307692308,0.361111111,2.527777778,1431.440807
Lucas Pouille,Thomaz Bellucci,1,5/29/2017,Roland Garros,166,2017-520,192,17,61,FRA,23,51,32,19,0.62745098,0.571428571,3.135714286,1678.576629,BRA,29,37,17,20,0.459459459,0.474226804,2.154639175,1502.011495
Benjamin Bonzi,Albert Ramos,0,5/29/2017,Roland Garros,166,2017-520,193,266,20,NA,NA,0,0,0,0,0,0,1500,ESP,29,64,35,29,0.546875,0.511904762,1.428571429,1643.730521
Diego Schwartzman,Stefano Napolitano,1,5/29/2017,Roland Garros,166,2017-520,194,41,187,ARG,24,44,23,21,0.522727273,0.542857143,0.838095238,1603.613557,ITA,22,1,0,1,0,0,2.5,1489.92911
Novak Djokovic,Joao Sousa,1,5/29/2017,Roland Garros,166,2017-520,195,2,59,SRB,29,49,37,12,0.755102041,0.685483871,1.596774194,1958.89448,POR,28,51,21,30,0.411764706,0.453846154,1.438461538,1471.916924
Andy Murray,Juan Martin del Potro,1,5/29/2017,Roland Garros,166,2017-520,196,1,30,GBR,30,74,65,9,0.878378378,0.803191489,2.473404255,1950.658953,ARG,28,44,31,13,0.704545455,0.663636364,2.954545455,1772.262197
Karen Khachanov,John Isner,1,5/29/2017,Roland Garros,166,2017-520,197,53,22,RUS,21,40,20,20,0.5,0.510204082,3.408163265,1611.272879,USA,32,49,29,20,0.591836735,0.57037037,7.874074074,1654.600408
Pablo Cuevas,Fernando Verdasco,0,5/29/2017,Roland Garros,166,2017-520,198,23,37,URU,31,52,30,22,0.576923077,0.53030303,2.53030303,1653.422012,ESP,33,52,26,26,0.5,0.52,1.96,1653.77749
Hyeon Chung,Kei Nishikori,0,5/29/2017,Roland Garros,166,2017-520,199,67,9,KOR,21,17,10,7,0.588235294,0.581395349,1.348837209,1589.236468,JPN,27,63,46,17,0.73015873,0.662721893,1.272189349,1826.488354
Stan Wawrinka,Fabio Fognini,1,5/29/2017,Roland Garros,166,2017-520,200,3,29,SUI,32,56,38,18,0.678571429,0.625806452,2.619354839,1837.026257,ITA,29,53,30,23,0.566037736,0.547445255,1.087591241,1631.950456
Kyle Edmund,Kevin Anderson,0,5/29/2017,Roland Garros,166,2017-520,202,49,56,GBR,22,44,22,22,0.5,0.517857143,2.357142857,1564.250771,RSA,31,44,21,23,0.477272727,0.5,4.875,1653.886443
Marin Cilic,Feliciano Lopez,1,5/29/2017,Roland Garros,166,2017-520,203,8,36,CRO,28,61,40,21,0.655737705,0.620253165,3.791139241,1740.075095,ESP,35,43,22,21,0.511627907,0.513274336,3.82300885,1579.928419
Pablo Carreno Busta,Grigor Dimitrov,1,5/29/2017,Roland Garros,166,2017-520,205,21,13,ESP,25,62,40,22,0.64516129,0.597402597,1.61038961,1723.263324,BUL,25,61,39,22,0.639344262,0.620481928,2.620481928,1704.483476
Jiri Vesely,Roberto Bautista Agut,0,5/29/2017,Roland Garros,166,2017-520,206,57,18,CZE,23,43,25,18,0.581395349,0.558558559,3.099099099,1621.993733,ESP,29,58,37,21,0.637931034,0.602649007,1.185430464,1718.967278
Nikoloz Basilashvili,Rafael Nadal,0,5/29/2017,Roland Garros,166,2017-520,207,63,4,GEO,25,35,18,17,0.514285714,0.505882353,1.129411765,1561.955843,ESP,30,57,45,12,0.789473684,0.75177305,1.106382979,1973.040539
Dominic Thiem,Steve Johnson,1,5/29/2017,Roland Garros,166,2017-520,208,7,26,AUT,23,69,46,23,0.666666667,0.623529412,2.482352941,1834.533422,USA,27,63,40,23,0.634920635,0.597315436,3.33557047,1679.72255
Lucas Pouille,Albert Ramos,0,5/29/2017,Roland Garros,166,2017-520,210,17,20,FRA,23,51,32,19,0.62745098,0.571428571,3.135714286,1678.576629,ESP,29,64,35,29,0.546875,0.511904762,1.428571429,1643.730521
Diego Schwartzman,Novak Djokovic,0,5/29/2017,Roland Garros,166,2017-520,211,41,2,ARG,24,44,23,21,0.522727273,0.542857143,0.838095238,1603.613557,SRB,29,49,37,12,0.755102041,0.685483871,1.596774194,1958.89448
Andy Murray,Karen Khachanov,1,5/29/2017,Roland Garros,166,2017-520,212,1,53,GBR,30,74,65,9,0.878378378,0.803191489,2.473404255,1950.658953,RUS,21,40,20,20,0.5,0.510204082,3.408163265,1611.272879
Fernando Verdasco,Kei Nishikori,0,5/29/2017,Roland Garros,166,2017-520,213,37,9,ESP,33,52,26,26,0.5,0.52,1.96,1653.77749,JPN,27,63,46,17,0.73015873,0.662721893,1.272189349,1826.488354
Gael Monfils,Stan Wawrinka,0,5/29/2017,Roland Garros,166,2017-520,214,16,3,FRA,30,46,31,15,0.673913043,0.663865546,3.168067227,1704.786246,SUI,32,56,38,18,0.678571429,0.625806452,2.619354839,1837.026257
Milos Raonic,Pablo Carreno Busta,0,5/29/2017,Roland Garros,166,2017-520,216,6,21,CAN,26,60,44,16,0.733333333,0.68627451,5.503267974,1819.376445,ESP,25,62,40,22,0.64516129,0.597402597,1.61038961,1723.263324
Roberto Bautista Agut,Rafael Nadal,0,5/29/2017,Roland Garros,166,2017-520,217,18,4,ESP,29,58,37,21,0.637931034,0.602649007,1.185430464,1718.967278,ESP,30,57,45,12,0.789473684,0.75177305,1.106382979,1973.040539
Dominic Thiem,Horacio Zeballos,1,5/29/2017,Roland Garros,166,2017-520,218,7,65,AUT,23,69,46,23,0.666666667,0.623529412,2.482352941,1834.533422,ARG,32,39,17,22,0.435897436,0.4375,2.53125,1581.65997
Novak Djokovic,Albert Ramos,1,5/29/2017,Roland Garros,166,2017-520,219,2,20,SRB,29,49,37,12,0.755102041,0.685483871,1.596774194,1958.89448,ESP,29,64,35,29,0.546875,0.511904762,1.428571429,1643.730521
Kei Nishikori,Andy Murray,0,5/29/2017,Roland Garros,166,2017-520,220,9,1,JPN,27,63,46,17,0.73015873,0.662721893,1.272189349,1826.488354,GBR,30,74,65,9,0.878378378,0.803191489,2.473404255,1950.658953
Marin Cilic,Stan Wawrinka,0,5/29/2017,Roland Garros,166,2017-520,221,8,3,CRO,28,61,40,21,0.655737705,0.620253165,3.791139241,1740.075095,SUI,32,56,38,18,0.678571429,0.625806452,2.619354839,1837.026257
Dominic Thiem,Novak Djokovic,1,5/29/2017,Roland Garros,166,2017-520,223,7,2,AUT,23,69,46,23,0.666666667,0.623529412,2.482352941,1834.533422,SRB,29,49,37,12,0.755102041,0.685483871,1.596774194,1958.89448
Stan Wawrinka,Andy Murray,1,5/29/2017,Roland Garros,166,2017-520,224,3,1,SUI,32,56,38,18,0.678571429,0.625806452,2.619354839,1837.026257,GBR,30,74,65,9,0.878378378,0.803191489,2.473404255,1950.658953
Dominic Thiem,Rafael Nadal,0,5/29/2017,Roland Garros,166,2017-520,225,7,4,AUT,23,69,46,23,0.666666667,0.623529412,2.482352941,1834.533422,ESP,30,57,45,12,0.789473684,0.75177305,1.106382979,1973.040539
Rafael Nadal,Stan Wawrinka,1,5/29/2017,Roland Garros,166,2017-520,226,4,3,ESP,30,57,45,12,0.789473684,0.75177305,1.106382979,1973.040539,SUI,32,56,38,18,0.678571429,0.625806452,2.619354839,1837.026257
Jerzy Janowicz,Andrey Kuznetsov,1,6/12/2017,Stuttgart,167,2017-0321,271,155,79,POL,26,6,1,5,0.166666667,0.35,3.35,1466.004367,RUS,26,36,14,22,0.388888889,0.422680412,1.804123711,1530.555063
Peter Gojowczyk,Nikoloz Basilashvili,1,6/12/2017,Stuttgart,167,2017-0321,272,146,55,GER,27,4,2,2,0.5,0.4,4.3,1497.488703,GEO,25,38,20,18,0.526315789,0.515789474,1.042105263,1543.228715
Viktor Troicki,Benoit Paire,0,6/12/2017,Stuttgart,167,2017-0321,273,40,49,SRB,31,55,27,28,0.490909091,0.47826087,3.297101449,1559.032484,FRA,28,54,22,32,0.407407407,0.448275862,3.068965517,1545.046018
Lukas Lacko,Jan Lennard Struff,0,6/12/2017,Stuttgart,167,2017-0321,275,109,53,SVK,29,10,5,5,0.5,0.4375,2.375,1422.978685,GER,27,43,19,24,0.441860465,0.46728972,2.953271028,1504.321063
Steve Johnson,Maximilian Marterer,1,6/12/2017,Stuttgart,167,2017-0321,277,25,123,USA,27,65,42,23,0.646153846,0.597484277,3.295597484,1667.207328,GER,21,3,0,3,0,0.142857143,3.142857143,1366.369403
Feliciano Lopez,Gilles Simon,1,6/12/2017,Stuttgart,167,2017-0321,278,33,34,ESP,35,45,24,21,0.533333333,0.524590164,3.704918033,1629.108578,FRA,32,49,24,25,0.489795918,0.484375,1.1796875,1579.092755
Florian Mayer,Jeremy Chardy,0,6/12/2017,Stuttgart,167,2017-0321,279,51,80,GER,33,24,8,16,0.333333333,0.321428571,2.214285714,1404.525398,FRA,30,32,13,19,0.40625,0.436781609,2.850574713,1532.524709
Bernard Tomic,Stephane Robert,1,6/12/2017,Stuttgart,167,2017-0321,280,48,139,AUS,24,37,18,19,0.486486486,0.485148515,3.336633663,1516.854813,FRA,37,32,9,23,0.28125,0.285714286,1.441558442,1331.940218
Mischa Zverev,Malek Jaziri,1,6/12/2017,Stuttgart,167,2017-0321,282,31,73,GER,29,50,23,27,0.46,0.46875,2.3359375,1595.768797,TUN,33,44,19,25,0.431818182,0.446428571,1.883928571,1466.321766
Yannick Hanfmann,Marton Fucsovics,1,6/12/2017,Stuttgart,167,2017-0321,283,187,145,GER,25,3,2,1,0.666666667,0.5,1.75,1537.160545,HUN,25,4,1,3,0.25,0.3,1.4,1429.848052
Tommy Haas,Pierre Hugues Herbert,1,6/12/2017,Stuttgart,167,2017-0321,284,302,75,GER,39,11,4,7,0.363636364,0.413793103,1.448275862,1506.010496,FRA,26,24,10,14,0.416666667,0.454545455,3.727272727,1490.138811
Jerzy Janowicz,Grigor Dimitrov,1,6/12/2017,Stuttgart,167,2017-0321,286,155,12,POL,26,6,1,5,0.166666667,0.35,3.35,1466.004367,BUL,26,63,41,22,0.650793651,0.630057803,2.641618497,1682.905218
Benoit Paire,Peter Gojowczyk,1,6/12/2017,Stuttgart,167,2017-0321,287,49,146,FRA,28,54,22,32,0.407407407,0.448275862,3.068965517,1545.046018,GER,27,4,2,2,0.5,0.4,4.3,1497.488703
Jan Lennard Struff,Lucas Pouille,0,6/12/2017,Stuttgart,167,2017-0321,288,53,16,GER,27,43,19,24,0.441860465,0.46728972,2.953271028,1504.321063,FRA,23,53,34,19,0.641509434,0.58,3.053333333,1719.176537
Philipp Kohlschreiber,Steve Johnson,1,6/12/2017,Stuttgart,167,2017-0321,289,52,25,GER,33,40,21,19,0.525,0.5,2.117647059,1613.320764,USA,27,65,42,23,0.646153846,0.597484277,3.295597484,1667.207328
Feliciano Lopez,Jeremy Chardy,1,6/12/2017,Stuttgart,167,2017-0321,290,33,80,ESP,35,45,24,21,0.533333333,0.524590164,3.704918033,1629.108578,FRA,30,32,13,19,0.40625,0.436781609,2.850574713,1532.524709
Bernard Tomic,Tomas Berdych,0,6/12/2017,Stuttgart,167,2017-0321,291,48,14,AUS,24,37,18,19,0.486486486,0.485148515,3.336633663,1516.854813,CZE,31,57,37,20,0.649122807,0.601398601,3.363636364,1730.16765
Yannick Hanfmann,Mischa Zverev,0,6/12/2017,Stuttgart,167,2017-0321,292,187,31,GER,25,3,2,1,0.666666667,0.5,1.75,1537.160545,GER,29,50,23,27,0.46,0.46875,2.3359375,1595.768797
Roger Federer,Tommy Haas,0,6/12/2017,Stuttgart,167,2017-0321,293,5,302,SUI,35,30,27,3,0.9,0.795454545,3.579545455,1947.88506,GER,39,11,4,7,0.363636364,0.413793103,1.448275862,1506.010496
Jerzy Janowicz,Benoit Paire,0,6/12/2017,Stuttgart,167,2017-0321,294,155,49,POL,26,6,1,5,0.166666667,0.35,3.35,1466.004367,FRA,28,54,22,32,0.407407407,0.448275862,3.068965517,1545.046018
Philipp Kohlschreiber,Lucas Pouille,0,6/12/2017,Stuttgart,167,2017-0321,295,52,16,GER,33,40,21,19,0.525,0.5,2.117647059,1613.320764,FRA,23,53,34,19,0.641509434,0.58,3.053333333,1719.176537
Tomas Berdych,Feliciano Lopez,0,6/12/2017,Stuttgart,167,2017-0321,296,14,33,CZE,31,57,37,20,0.649122807,0.601398601,3.363636364,1730.16765,ESP,35,45,24,21,0.533333333,0.524590164,3.704918033,1629.108578
Tommy Haas,Mischa Zverev,0,6/12/2017,Stuttgart,167,2017-0321,297,302,31,GER,39,11,4,7,0.363636364,0.413793103,1.448275862,1506.010496,GER,29,50,23,27,0.46,0.46875,2.3359375,1595.768797
Lucas Pouille,Benoit Paire,1,6/12/2017,Stuttgart,167,2017-0321,298,16,49,FRA,23,53,34,19,0.641509434,0.58,3.053333333,1719.176537,FRA,28,54,22,32,0.407407407,0.448275862,3.068965517,1545.046018
Mischa Zverev,Feliciano Lopez,0,6/12/2017,Stuttgart,167,2017-0321,299,31,33,GER,29,50,23,27,0.46,0.46875,2.3359375,1595.768797,ESP,35,45,24,21,0.533333333,0.524590164,3.704918033,1629.108578
Feliciano Lopez,Lucas Pouille,0,6/12/2017,Stuttgart,167,2017-0321,300,33,16,ESP,35,45,24,21,0.533333333,0.524590164,3.704918033,1629.108578,FRA,23,53,34,19,0.641509434,0.58,3.053333333,1719.176537
Jordan Thompson,Adrian Mannarino,0,6/12/2017,s Hertogenbosch,168,2017-M010,271,88,62,AUS,23,24,8,16,0.333333333,0.373134328,2.402985075,1416.732999,FRA,28,44,18,26,0.409090909,0.405405405,1.792792793,1502.044903
Evgeny Donskoy,Julien Benneteau,0,6/12/2017,s Hertogenbosch,168,2017-M010,272,95,94,RUS,27,21,7,14,0.333333333,0.37037037,1.851851852,1385.652764,FRA,35,20,8,12,0.4,0.482758621,2.793103448,1468.09144
Nicolas Mahut,Dennis Novikov,1,6/12/2017,s Hertogenbosch,168,2017-M010,273,82,172,FRA,35,34,15,19,0.441176471,0.454545455,2,1500.665978,USA,22,5,2,3,0.4,0.428571429,2.571428571,1372.197212
Tatsuma Ito,Andreas Seppi,0,6/12/2017,s Hertogenbosch,168,2017-M010,275,174,76,JPN,28,0,0,0,NA,NA,NA,1440.959922,ITA,33,40,18,22,0.45,0.431372549,2.274509804,1495.653208
Jason Jung,Ernesto Escobedo,0,6/12/2017,s Hertogenbosch,168,2017-M010,276,163,77,NA,NA,0,0,0,0,0,0,1500,USA,20,18,7,11,0.388888889,0.387755102,2.632653061,1451.561367
Aljaz Bedene,Denis Istomin,1,6/12/2017,s Hertogenbosch,168,2017-M010,277,59,74,SLO,27,28,13,15,0.464285714,0.453333333,2.906666667,1553.518049,UZB,30,21,8,13,0.380952381,0.403225806,2.483870968,1442.485461
Daniil Medvedev,Robin Haase,1,6/12/2017,s Hertogenbosch,168,2017-M010,278,65,43,RUS,21,23,12,11,0.52173913,0.50877193,2.350877193,1523.976885,NED,30,39,18,21,0.461538462,0.48,3.02,1505.64418
Thanasi Kokkinakis,Mikhail Youzhny,1,6/12/2017,s Hertogenbosch,168,2017-M010,279,993,86,AUS,21,3,0,3,0,0.125,2.75,1419.671096,RUS,34,37,18,19,0.486486486,0.510416667,1.4375,1441.763113
Stefan Kozlov,Dustin Brown,1,6/12/2017,s Hertogenbosch,168,2017-M010,280,150,90,USA,19,5,1,4,0.2,0.272727273,1.636363636,1415.349925,GER,32,33,14,19,0.424242424,0.436781609,2.505747126,1432.358599
Steve Darcis,Alexandr Dolgopolov,0,6/12/2017,s Hertogenbosch,168,2017-M010,282,56,81,BEL,33,22,12,10,0.545454545,0.5,1.2,1527.796385,UKR,28,27,14,13,0.518518519,0.52173913,2.869565217,1630.708534
Tallon Griekspoor,Vasek Pospisil,0,6/12/2017,s Hertogenbosch,168,2017-M010,283,282,83,NED,20,1,0,1,0,0,0.5,1428.314395,CAN,26,17,6,11,0.352941176,0.390243902,3.219512195,1481.403566
Yuichi Sugita,Janko Tipsarevic,0,6/12/2017,s Hertogenbosch,168,2017-M010,284,64,61,JPN,28,21,9,12,0.428571429,0.425925926,1.037037037,1477.760769,SRB,32,19,8,11,0.421052632,0.428571429,2.224489796,1468.451605
Alexander Zverev,Adrian Mannarino,1,6/12/2017,s Hertogenbosch,168,2017-M010,286,10,62,GER,20,65,46,19,0.707692308,0.639534884,2.645348837,1792.478201,FRA,28,44,18,26,0.409090909,0.405405405,1.792792793,1502.044903
Nicolas Mahut,Julien Benneteau,0,6/12/2017,s Hertogenbosch,168,2017-M010,287,82,94,FRA,35,34,15,19,0.441176471,0.454545455,2,1500.665978,FRA,35,20,8,12,0.4,0.482758621,2.793103448,1468.09144
Andreas Seppi,Gilles Muller,0,6/12/2017,s Hertogenbosch,168,2017-M010,288,76,28,ITA,33,40,18,22,0.45,0.431372549,2.274509804,1495.653208,LUX,34,61,37,24,0.606557377,0.568493151,5.678082192,1709.640661
Aljaz Bedene,Ernesto Escobedo,1,6/12/2017,s Hertogenbosch,168,2017-M010,289,59,77,SLO,27,28,13,15,0.464285714,0.453333333,2.906666667,1553.518049,USA,20,18,7,11,0.388888889,0.387755102,2.632653061,1451.561367
Daniil Medvedev,Thanasi Kokkinakis,1,6/12/2017,s Hertogenbosch,168,2017-M010,290,65,993,RUS,21,23,12,11,0.52173913,0.50877193,2.350877193,1523.976885,AUS,21,3,0,3,0,0.125,2.75,1419.671096
Ivo Karlovic,Stefan Kozlov,1,6/12/2017,s Hertogenbosch,168,2017-M010,291,24,150,CRO,38,54,33,21,0.611111111,0.564285714,8.278571429,1619.159861,USA,19,5,1,4,0.2,0.272727273,1.636363636,1415.349925
Janko Tipsarevic,Marin Cilic,0,6/12/2017,s Hertogenbosch,168,2017-M010,293,61,7,SRB,32,19,8,11,0.421052632,0.428571429,2.224489796,1468.451605,CRO,28,64,43,21,0.671875,0.636904762,3.68452381,1731.589413
Julien Benneteau,Alexander Zverev,0,6/12/2017,s Hertogenbosch,168,2017-M010,294,94,10,FRA,35,20,8,12,0.4,0.482758621,2.793103448,1468.09144,GER,20,65,46,19,0.707692308,0.639534884,2.645348837,1792.478201
Aljaz Bedene,Gilles Muller,0,6/12/2017,s Hertogenbosch,168,2017-M010,295,59,28,SLO,27,28,13,15,0.464285714,0.453333333,2.906666667,1553.518049,LUX,34,61,37,24,0.606557377,0.568493151,5.678082192,1709.640661
Daniil Medvedev,Ivo Karlovic,0,6/12/2017,s Hertogenbosch,168,2017-M010,296,65,24,RUS,21,23,12,11,0.52173913,0.50877193,2.350877193,1523.976885,CRO,38,54,33,21,0.611111111,0.564285714,8.278571429,1619.159861
Vasek Pospisil,Marin Cilic,0,6/12/2017,s Hertogenbosch,168,2017-M010,297,83,7,CAN,26,17,6,11,0.352941176,0.390243902,3.219512195,1481.403566,CRO,28,64,43,21,0.671875,0.636904762,3.68452381,1731.589413
Gilles Muller,Alexander Zverev,1,6/12/2017,s Hertogenbosch,168,2017-M010,298,28,10,LUX,34,61,37,24,0.606557377,0.568493151,5.678082192,1709.640661,GER,20,65,46,19,0.707692308,0.639534884,2.645348837,1792.478201
Marin Cilic,Ivo Karlovic,0,6/12/2017,s Hertogenbosch,168,2017-M010,299,7,24,CRO,28,64,43,21,0.671875,0.636904762,3.68452381,1731.589413,CRO,38,54,33,21,0.611111111,0.564285714,8.278571429,1619.159861
Gilles Muller,Ivo Karlovic,1,6/12/2017,s Hertogenbosch,168,2017-M010,300,28,24,LUX,34,61,37,24,0.606557377,0.568493151,5.678082192,1709.640661,CRO,38,54,33,21,0.611111111,0.564285714,8.278571429,1619.159861
Feliciano Lopez,Stan Wawrinka,1,6/19/2017,Queen's Club,169,2017-0311,270,32,3,ESP,35,49,28,21,0.571428571,0.541353383,3.819548872,1711.494636,SUI,32,62,44,18,0.709677419,0.653409091,2.5,1816.166481
Jeremy Chardy,Liam Broady,1,6/19/2017,Queen's Club,169,2017-0311,271,80,404,FRA,30,33,14,19,0.424242424,0.444444444,3.022222222,1532.833396,GBR,22,2,0,2,0,0.166666667,1.333333333,1402.708581
Denis Shapovalov,Kyle Edmund,1,6/19/2017,Queen's Club,169,2017-0311,272,193,47,CAN,17,4,1,3,0.25,0.3,3.6,1486.976375,GBR,22,45,23,22,0.511111111,0.538461538,2.230769231,1544.992578
Steve Darcis,Tomas Berdych,0,6/19/2017,Queen's Club,169,2017-0311,273,58,14,BEL,33,23,12,11,0.52173913,0.483870968,1.258064516,1517.052417,CZE,31,58,38,20,0.655172414,0.609589041,3.47260274,1725.085048
Milos Raonic,Thanasi Kokkinakis,0,6/19/2017,Queen's Club,169,2017-0311,274,6,698,CAN,26,58,42,16,0.724137931,0.679738562,5.444444444,1793.787454,AUS,21,5,1,4,0.2,0.25,3.833333333,1444.65635
Daniil Medvedev,Nicolas Mahut,1,6/19/2017,Queen's Club,169,2017-0311,275,60,77,RUS,21,26,14,12,0.538461538,0.515625,2.4375,1540.807487,FRA,35,35,16,19,0.457142857,0.472527473,2.186813187,1483.36615
Julien Benneteau,James Ward,1,6/19/2017,Queen's Club,169,2017-0311,276,87,1062,FRA,35,23,10,13,0.434782609,0.484848485,2.727272727,1470.399107,GBR,29,2,0,2,0,0.166666667,3,1286.64005
Ryan Harrison,Grigor Dimitrov,0,6/19/2017,Queen's Club,169,2017-0311,277,41,11,USA,25,36,18,18,0.5,0.505617978,3.146067416,1504.536744,BUL,26,63,41,22,0.650793651,0.627906977,2.691860465,1690.043148
Janko Tipsarevic,Viktor Troicki,0,6/19/2017,Queen's Club,169,2017-0311,279,59,39,SRB,32,19,8,11,0.421052632,0.44,2.3,1450.58131,SRB,31,55,27,28,0.490909091,0.47826087,3.297101449,1554.543963
Stefan Kozlov,Steve Johnson,1,6/19/2017,Queen's Club,169,2017-0311,280,149,25,USA,19,7,2,5,0.285714286,0.3125,1.5625,1460.601155,USA,27,64,41,23,0.640625,0.592356688,3.286624204,1645.24085
John Isner,Marin Cilic,0,6/19/2017,Queen's Club,169,2017-0311,281,21,7,USA,32,50,30,20,0.6,0.574468085,7.524822695,1644.323663,CRO,28,63,42,21,0.666666667,0.636363636,3.739393939,1750.645328
Adrian Mannarino,Jo-Wilfried Tsonga,0,6/19/2017,Queen's Club,169,2017-0311,282,62,10,FRA,28,44,18,26,0.409090909,0.4,1.663636364,1498.52163,FRA,32,52,40,12,0.769230769,0.687943262,3.709219858,1811.231117
Nikoloz Basilashvili,Gilles Muller,0,6/19/2017,Queen's Club,169,2017-0311,283,51,26,GEO,25,39,20,19,0.512820513,0.510204082,1.051020408,1534.543807,LUX,34,62,39,23,0.629032258,0.585034014,5.56462585,1733.998327
Cameron Norrie,Sam Querrey,0,6/19/2017,Queen's Club,169,2017-0311,284,235,28,NA,NA,0,0,0,0,0,0,1500,USA,29,42,23,19,0.547619048,0.561403509,4.973684211,1630.732962
Jordan Thompson,Andy Murray,1,6/19/2017,Queen's Club,169,2017-0311,285,90,1,AUS,23,25,8,17,0.32,0.362318841,2.347826087,1444.080235,GBR,30,75,65,10,0.866666667,0.797979798,2.212121212,1923.423955
Feliciano Lopez,Jeremy Chardy,1,6/19/2017,Queen's Club,169,2017-0311,286,32,80,ESP,35,49,28,21,0.571428571,0.541353383,3.819548872,1711.494636,FRA,30,33,14,19,0.424242424,0.444444444,3.022222222,1532.833396
